Release,File,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PointbaseDictionary.java,2,1,124,124,62.0,0,0,0.0,124,124,62.0,928,686.0
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java,3,2,377,376,125.66666666666667,0,0,0.0,377,376,125.66666666666667,928,458.3333333333333
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java,3,1,432,432,144.0,2,2,0.6666666666666666,434,432,144.66666666666666,928,464.6666666666667
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Raw.java,2,1,35,35,17.5,0,0,0.0,35,35,17.5,928,686.0
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Result.java,3,2,575,572,191.66666666666666,3,3,1.0,578,572,192.66666666666666,928,503.0
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/ResultSetResult.java,2,1,488,488,244.0,0,0,0.0,488,488,244.0,928,686.0
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Row.java,2,1,520,520,260.0,0,0,0.0,520,520,260.0,928,686.0
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowImpl.java,3,2,943,941,314.3333333333333,1,1,0.3333333333333333,944,941,314.6666666666667,928,457.6666666666667
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManager.java,2,1,71,71,35.5,0,0,0.0,71,71,35.5,928,686.0
0.9.6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java,3,1,258,258,86.0,4,4,1.3333333333333333,262,258,87.33333333333333,928,464.6666666666667
