Release,File,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg
1.2.1,1.2.x/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TransactionRequiredException.java,3,1,234,117,78.0,117,117,39.0,351,117,117.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Type.java,3,1,80,40,26.666666666666668,40,40,13.333333333333334,120,40,40.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/UpdateAction.java,3,1,62,31,20.666666666666668,31,31,10.333333333333334,93,31,31.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java,3,1,3406,1703,1135.3333333333333,1703,1703,567.6666666666666,5109,1703,1703.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,3,1,2928,1464,976.0,1464,1464,488.0,4392,1464,1464.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl.java,3,1,186,93,62.0,93,93,31.0,279,93,93.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedConfiguration.java,3,1,156,78,52.0,78,78,26.0,234,78,78.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributionPolicy.java,3,1,94,47,31.333333333333332,47,47,15.666666666666666,141,47,47.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/ExecutorServiceValue.java,3,1,216,108,72.0,108,108,36.0,324,108,108.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/ProductDerivation.java,3,1,126,63,42.0,63,63,21.0,189,63,63.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/Slice.java,3,1,198,99,66.0,99,99,33.0,297,99,99.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/SlicePersistence.java,3,1,100,50,33.333333333333336,50,50,16.666666666666668,150,50,50.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedConnection.java,3,1,526,263,175.33333333333334,263,263,87.66666666666667,789,263,263.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedDataSource.java,3,1,204,102,68.0,102,102,34.0,306,102,102.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCBrokerFactory.java,3,1,212,106,70.66666666666667,106,106,35.333333333333336,318,106,106.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCConfiguration.java,3,1,102,51,34.0,51,51,17.0,153,51,51.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCConfigurationImpl.java,3,1,936,468,312.0,468,468,156.0,1404,468,468.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedPreparedStatement.java,3,1,494,247,164.66666666666666,247,247,82.33333333333333,741,247,247.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedResultSet.java,3,1,1526,763,508.6666666666667,763,763,254.33333333333334,2289,763,763.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStatement.java,3,1,66,33,22.0,33,33,11.0,99,33,33.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreManager.java,3,1,870,435,290.0,435,435,145.0,1305,435,435.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreQuery.java,3,1,488,244,162.66666666666666,244,244,81.33333333333333,732,244,244.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,3,1,546,273,182.0,273,273,91.0,819,273,273.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/SliceStoreManager.java,3,1,100,50,33.333333333333336,50,50,16.666666666666668,150,50,50.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/UniqueResultObjectProvider.java,3,1,330,165,110.0,165,165,55.0,495,165,165.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/ObjectData.java,3,1,774,387,258.0,387,387,129.0,1161,387,387.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLConfiguration.java,3,1,146,73,48.666666666666664,73,73,24.333333333333332,219,73,73.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLFileHandler.java,3,1,1328,664,442.6666666666667,664,664,221.33333333333334,1992,664,664.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStore.java,3,1,318,159,106.0,159,159,53.0,477,159,159.0,2110,1406.6666666666667
1.2.1,1.2.x/openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStoreManager.java,3,1,574,287,191.33333333333334,287,287,95.66666666666667,861,287,287.0,2110,1406.6666666666667
1.2.1,openjpa-examples/src/main/java/hellojpa/Main.java,1,1,0,0,0.0,76,76,76.0,76,76,76.0,2110,2110.0
1.2.1,openjpa-examples/src/main/java/hellojpa/Message.java,1,1,0,0,0.0,72,72,72.0,72,72,72.0,2110,2110.0
1.2.1,openjpa-examples/src/main/java/relations/Deity.java,1,1,0,0,0.0,197,197,197.0,197,197,197.0,2110,2110.0
1.2.1,openjpa-examples/src/main/java/relations/Main.java,1,1,0,0,0.0,170,170,170.0,170,170,170.0,2110,2110.0
1.2.1,openjpa-examples/src/main/java/reversemapping/Main.java,1,1,0,0,0.0,120,120,120.0,120,120,120.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java,1,1,0,0,0.0,243,243,243.0,243,243,243.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/ReverseMappingToolTask.java,1,1,0,0,0.0,312,312,312.0,312,312,312.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/SchemaToolTask.java,1,1,0,0,0.0,152,152,152.0,152,152,152.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/FetchModeValue.java,1,1,0,0,0.0,53,53,53.0,53,53,53.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfiguration.java,1,1,0,0,0.0,626,626,626.0,626,626,626.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java,1,1,0,0,0.0,884,884,884.0,884,884,884.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCProductDerivation.java,1,1,0,0,0.0,51,51,51.0,51,51,51.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCSeqValue.java,1,1,0,0,0.0,61,61,61.0,61,61,61.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java,1,1,0,0,0.0,162,162,162.0,162,162,162.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingRepositoryValue.java,1,1,0,0,0.0,68,68,68.0,68,68,68.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/QuerySQLCacheValue.java,1,1,0,0,0.0,86,86,86.0,86,86,86.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSavepointManager.java,1,1,0,0,0.0,146,146,146.0,146,146,146.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSeq.java,4,1,18,17,4.5,220,214,55.0,238,214,59.5,2110,528.5
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractUpdateManager.java,3,2,33,29,11.0,396,386,132.0,429,386,143.0,2110,704.3333333333334
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingConstraintUpdateManager.java,1,1,0,0,0.0,72,72,72.0,72,72,72.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingOperationOrderUpdateManager.java,1,1,0,0,0.0,74,74,74.0,74,74,74.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingPreparedStatementManagerImpl.java,1,1,0,0,0.0,327,327,327.0,327,327,327.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,1,1,0,0,0.0,265,265,265.0,265,265,265.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConnectionInfo.java,1,1,0,0,0.0,35,35,35.0,35,35,35.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,2,1,1,1,0.5,547,546,273.5,548,546,274.0,2110,1056.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/DelegatingJDBCFetchConfiguration.java,1,1,0,0,0.0,297,297,297.0,297,297,297.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/EagerFetchModes.java,1,1,0,0,0.0,45,45,45.0,45,45,45.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/GenericResultObjectProvider.java,1,1,0,0,0.0,129,129,129.0,129,129,129.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/InstanceResultObjectProvider.java,1,1,0,0,0.0,61,61,61.0,61,61,61.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBC3SavepointManager.java,1,1,0,0,0.0,65,65,65.0,65,65,65.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java,1,1,0,0,0.0,161,161,161.0,161,161,161.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfiguration.java,1,1,0,0,0.0,244,244,244.0,244,244,244.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfigurationImpl.java,1,1,0,0,0.0,382,382,382.0,382,382,382.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCLockManager.java,1,1,0,0,0.0,49,49,49.0,49,49,49.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCSeq.java,1,1,0,0,0.0,41,41,41.0,41,41,41.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStore.java,1,1,0,0,0.0,97,97,97.0,97,97,97.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java,6,2,161,77,26.833333333333332,1848,1769,308.0,2009,1769,334.8333333333333,2110,353.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java,1,1,0,0,0.0,957,957,957.0,957,957,957.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/LRSSizes.java,1,1,0,0,0.0,46,46,46.0,46,46,46.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MappedQueryResultObjectProvider.java,1,1,0,0,0.0,465,465,465.0,465,465,465.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java,1,1,0,0,0.0,383,383,383.0,383,383,383.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/OperationOrderUpdateManager.java,1,1,0,0,0.0,221,221,221.0,221,221,221.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PagingResultObjectProvider.java,1,1,0,0,0.0,460,460,460.0,460,460,460.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PessimisticLockManager.java,1,1,0,0,0.0,213,213,213.0,213,213,213.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManager.java,1,1,0,0,0.0,47,47,47.0,47,47,47.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManagerImpl.java,1,1,0,0,0.0,162,162,162.0,162,162,162.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ProjectionResultObjectProvider.java,1,1,0,0,0.0,82,82,82.0,82,82,82.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLProjectionResultObjectProvider.java,1,1,0,0,0.0,131,131,131.0,131,131,131.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,3,2,20,19,6.666666666666667,415,395,138.33333333333334,435,395,145.0,2110,708.6666666666666
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SelectResultObjectProvider.java,1,1,0,0,0.0,159,159,159.0,159,159,159.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/TableJDBCSeq.java,2,2,1,1,0.5,899,898,449.5,900,898,450.0,2110,1056.5
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/UpdateManager.java,1,1,0,0,0.0,43,43,43.0,43,43,43.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ValueTableJDBCSeq.java,1,1,0,0,0.0,206,206,206.0,206,206,206.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Abs.java,1,1,0,0,0.0,59,59,59.0,59,59,59.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AbstractVal.java,1,1,0,0,0.0,89,89,89.0,89,89,89.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Aggregate.java,1,1,0,0,0.0,166,166,166.0,166,166,166.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/All.java,1,1,0,0,0.0,37,37,37.0,37,37,37.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AndExpression.java,1,1,0,0,0.0,84,84,84.0,84,84,84.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Any.java,1,1,0,0,0.0,37,37,37.0,37,37,37.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Args.java,1,1,0,0,0.0,201,201,201.0,201,201,201.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Avg.java,1,1,0,0,0.0,44,44,44.0,44,44,44.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BinaryOpExpState.java,1,1,0,0,0.0,49,49,49.0,49,49,49.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableAndExpression.java,1,1,0,0,0.0,73,73,73.0,73,73,73.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableExpression.java,1,1,0,0,0.0,75,75,75.0,75,75,75.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java,1,1,0,0,0.0,131,131,131.0,131,131,131.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareExpression.java,1,1,0,0,0.0,94,94,94.0,94,94,94.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Concat.java,1,1,0,0,0.0,161,161,161.0,161,161,161.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java,1,1,0,0,0.0,193,193,193.0,193,193,193.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java,1,1,0,0,0.0,109,109,109.0,109,109,109.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstInstanceofExpression.java,1,1,0,0,0.0,70,70,70.0,70,70,70.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstPath.java,1,1,0,0,0.0,220,220,220.0,220,220,220.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsExpression.java,1,1,0,0,0.0,63,63,63.0,63,63,63.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ContainsKeyExpression.java,1,1,0,0,0.0,46,46,46.0,46,46,46.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Count.java,1,1,0,0,0.0,55,55,55.0,55,55,55.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CurrentDate.java,1,1,0,0,0.0,70,70,70.0,70,70,70.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Distinct.java,1,1,0,0,0.0,44,44,44.0,44,44,44.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EmptyExpression.java,1,1,0,0,0.0,51,51,51.0,51,51,51.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EndsWithExpression.java,1,1,0,0,0.0,207,207,207.0,207,207,207.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualExpression.java,1,1,0,0,0.0,78,78,78.0,78,78,78.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Exp.java,1,1,0,0,0.0,59,59,59.0,59,59,59.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExpContext.java,1,1,0,0,0.0,56,56,56.0,56,56,56.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExpState.java,1,1,0,0,0.0,44,44,44.0,44,44,44.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java,1,1,0,0,0.0,224,224,224.0,224,224,224.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/FilterValue.java,1,1,0,0,0.0,119,119,119.0,119,119,119.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/FilterValueImpl.java,1,1,0,0,0.0,113,113,113.0,113,113,113.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetColumn.java,1,1,0,0,0.0,83,83,83.0,83,83,83.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetMapValue.java,1,1,0,0,0.0,213,213,213.0,213,213,213.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java,1,1,0,0,0.0,176,176,176.0,176,176,176.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/HasContainsExpressionVisitor.java,1,1,0,0,0.0,47,47,47.0,47,47,47.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InExpression.java,1,1,0,0,0.0,224,224,224.0,224,224,224.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InKeyExpression.java,1,1,0,0,0.0,47,47,47.0,47,47,47.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InSubQExpression.java,1,1,0,0,0.0,93,93,93.0,93,93,93.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InValueExpression.java,1,1,0,0,0.0,47,47,47.0,47,47,47.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IndexOf.java,1,1,0,0,0.0,156,156,156.0,156,156,156.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InstanceofExpression.java,1,1,0,0,0.0,168,168,168.0,168,168,168.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsEmptyExpression.java,1,1,0,0,0.0,65,65,65.0,65,65,65.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsNotEmptyExpression.java,1,1,0,0,0.0,65,65,65.0,65,65,65.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCAggregateListener.java,1,1,0,0,0.0,45,45,45.0,45,45,45.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory.java,1,1,0,0,0.0,403,403,403.0,403,403,403.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCFilterListener.java,1,1,0,0,0.0,47,47,47.0,47,47,47.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCPath.java,1,1,0,0,0.0,32,32,32.0,32,32,32.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCStringContains.java,1,1,0,0,0.0,56,56,56.0,56,56,56.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCWildcardMatch.java,1,1,0,0,0.0,61,61,61.0,61,61,61.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Lit.java,1,1,0,0,0.0,104,104,104.0,104,104,104.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java,1,1,0,0,0.0,155,155,155.0,155,155,155.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java,1,1,0,0,0.0,162,162,162.0,162,162,162.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Max.java,1,1,0,0,0.0,44,44,44.0,44,44,44.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Min.java,1,1,0,0,0.0,44,44,44.0,44,44,44.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotContainsExpression.java,1,1,0,0,0.0,95,95,95.0,95,95,95.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualExpression.java,1,1,0,0,0.0,79,79,79.0,79,79,79.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotExpression.java,1,1,0,0,0.0,81,81,81.0,81,81,81.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Null.java,1,1,0,0,0.0,51,51,51.0,51,51,51.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/OrExpression.java,1,1,0,0,0.0,103,103,103.0,103,103,103.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java,3,2,8,4,2.6666666666666665,834,831,278.0,842,831,280.6666666666667,2110,704.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Param.java,1,1,0,0,0.0,131,131,131.0,131,131,131.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/QueryExpressionsState.java,1,1,0,0,0.0,36,36,36.0,36,36,36.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java,1,1,0,0,0.0,71,71,71.0,71,71,71.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLExpression.java,1,1,0,0,0.0,41,41,41.0,41,41,41.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLValue.java,1,1,0,0,0.0,39,39,39.0,39,39,39.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,1,1,0,0,0.0,345,345,345.0,345,345,345.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Size.java,1,1,0,0,0.0,57,57,57.0,57,57,57.0,2110,2110.0
1.2.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sqrt.java,1,1,0,0,0.0,48,48,48.0,48,48,48.0,2110,2110.0
