Release,File,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,NSmells,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg,Buggy
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Constraint.java,3,22,19,3,26,2,2,13,114,0.86554617,0.0,0.0,17,0,14,0,0,3,17,1,0,0,7,0,0,7,0,0,0,0,0,78,11,0,9,0,0,3,1,21,3,10,2,0,0,0,85,1025,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,38,45,7,38,538,6,0,231,14848,0.97594386,0.0,0.0,181,5,134,32,7,8,150,0,0,0,48,19,0,46,2,0,22,0,10,1715,181,28,188,9,47,28,144,332,29,176,5,0,7,0,467,1,2,356,3,2,95,90,31.666666666666668,35,34,11.666666666666666,130,124,43.333333333333336,19,8.333333333333334,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java,4,10,6,4,76,1,0,37,83,0.62318844,0.0,0.0,23,0,19,4,0,0,19,0,0,0,3,0,0,3,0,0,1,0,1,244,35,17,23,0,6,5,10,56,8,29,4,1,1,0,105,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,22,24,2,22,78,2,1,79,130,0.8235294,0.0,0.0,17,1,1,10,6,0,7,0,0,0,1,1,0,1,0,0,1,0,1,255,17,11,26,2,7,3,19,79,2,55,4,0,0,0,225,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java,8,11,3,8,18,2,1,16,19,0.71428573,0.0,0.0,7,0,4,0,3,0,7,0,0,0,1,1,0,1,0,0,1,0,2,56,4,1,7,0,2,17,6,24,2,4,3,0,0,0,82,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InExpression.java,15,19,4,15,36,2,2,33,0,0.3181818,0.0,0.0,11,0,7,3,1,0,8,0,0,0,2,0,0,2,0,0,2,0,2,105,4,5,8,0,5,15,13,25,1,20,4,0,1,0,108,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanExpression.java,2,3,1,2,4,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,2,0,1,0,0,0,1,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java,8,9,1,8,18,3,0,22,0,0.5294118,0.0,0.0,17,0,9,0,8,0,17,0,0,0,2,1,0,2,0,0,2,0,0,62,9,0,0,0,0,1,0,2,0,2,1,1,0,0,117,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryRelatedFieldOrder.java,6,8,2,6,16,1,0,7,0,0.46666667,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,0,35,10,0,6,0,6,0,8,10,0,10,1,0,0,0,49,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,5,14,9,5,121,10,2,63,274,0.9375,0.0,0.0,24,5,17,7,0,0,17,0,0,0,2,2,1,1,0,0,0,0,24,266,39,11,55,5,16,18,53,91,6,57,5,0,1,0,307,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,52,87,35,52,911,1,15,438,22108,0.9944349,0.0,0.0,212,3,158,6,47,1,206,0,0,0,189,29,157,8,24,0,35,0,33,2225,316,43,218,45,67,361,210,533,59,437,23,0,1,0,927,1,8,417,33,6,710,109,21.515151515151516,142,22,4.303030303030303,852,110,25.818181818181817,19,3.4545454545454546,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java,17,20,3,17,18,2,0,28,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,2,36,0,0,6,1,1,1,1,11,0,6,3,0,0,0,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java,4,5,1,4,36,1,0,10,217,0.8913043,0.0,0.0,23,0,22,1,0,0,22,0,0,0,8,0,0,8,0,0,0,0,6,108,16,0,7,4,1,2,1,15,0,10,2,0,0,0,54,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java,2,4,2,2,10,2,0,7,15,0.5714286,0.0,0.0,7,0,4,0,3,0,7,0,0,0,1,0,0,1,0,0,0,0,2,29,3,0,2,0,1,0,2,2,0,2,1,0,0,0,25,1,0,5,1,1,1,1,1.0,0,0,0.0,1,1,1.0,16,16.0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransState.java,5,7,2,5,20,2,0,23,55,0.90909094,0.0,0.0,11,0,0,1,0,10,10,0,0,0,1,1,0,1,0,0,1,0,0,54,12,0,2,0,0,1,1,2,0,2,2,0,0,0,62,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java,5,11,6,5,95,1,4,73,0,0.7137255,0.0,0.0,85,0,80,0,5,0,85,0,0,0,3,0,0,3,0,0,3,0,0,277,31,0,7,0,2,1,0,12,0,7,1,0,0,0,158,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewFlushedDeletedFlushedState.java,3,4,1,3,2,3,0,1,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/ant/ApplicationIdToolTask.java,7,7,0,7,10,2,0,4,0,0.5,0.0,0.0,9,0,7,0,2,0,9,0,0,0,2,0,0,0,2,0,0,0,1,32,2,0,1,0,1,0,0,9,0,2,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java,5,5,0,5,20,2,0,13,15,0.8333333,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,1,71,4,0,8,0,0,29,6,31,3,2,1,0,0,0,217,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java,6,8,2,6,16,2,0,20,30,0.6944445,0.0,0.0,12,0,11,1,0,0,11,0,0,0,3,1,0,3,0,0,1,0,1,54,6,0,3,0,1,9,0,12,0,5,1,0,0,0,78,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Any.java,2,3,1,2,2,3,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachManager.java,20,25,5,20,59,1,0,49,69,0.82716054,0.0,0.0,18,0,5,5,0,8,13,0,0,0,9,1,0,9,0,0,7,0,2,154,25,2,19,4,4,2,5,44,0,30,4,0,0,0,165,0,0,29,2,2,32,31,16.0,32,31,16.0,64,32,32.0,2,2.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schemas.java,5,14,9,5,87,1,0,7,6,1.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,5,5,5,0,0,0,5,0,0,99,77,0,8,0,0,60,16,7,2,7,3,0,0,0,65,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetColumn.java,10,12,2,10,8,1,0,10,9,0.5833334,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,2,1,1,0,0,2,0,0,26,4,0,0,0,0,4,2,4,0,4,1,0,0,0,70,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java,24,28,4,24,75,2,1,128,587,0.9485714,0.0,0.0,35,1,3,18,14,0,17,0,2,0,5,2,0,4,1,0,5,0,3,632,19,10,5,0,2,94,64,126,5,106,4,0,1,0,227,1,2,38,1,1,1077,1077,1077.0,1077,1077,1077.0,2154,2154,2154.0,66,66.0,Yes
1.1.0,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLFileHandler.java,16,19,3,16,37,2,0,47,15,0.5714286,0.0,0.0,7,0,4,3,0,0,4,0,0,0,1,0,0,1,0,0,1,0,13,321,5,4,8,3,5,25,3,26,1,25,4,0,2,0,233,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ROPStoreManager.java,8,8,0,8,11,2,0,5,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,1,1,0,0,3,0,0,2,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java,47,49,2,47,241,2,0,70,19675,0.9810094,0.0,0.0,203,0,201,1,1,0,202,0,0,0,69,1,62,5,2,0,2,0,25,937,106,0,33,1,0,153,37,98,0,72,2,0,0,0,218,1,1,33,8,4,69,25,8.625,107,82,13.375,176,92,22.0,22,8.625,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransNewState.java,2,3,1,2,8,2,0,2,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPASavepoint.java,4,8,4,4,12,1,0,9,6,0.65625,0.0,0.0,8,0,7,0,1,0,8,0,0,0,4,0,0,4,0,0,3,0,0,46,5,2,1,0,2,0,2,11,2,8,3,0,0,0,97,1,0,5,1,1,2,2,2.0,1,1,1.0,3,3,3.0,27,27.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionMappingInfo.java,11,14,3,11,10,2,0,22,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,2,0,2,0,2,6,0,5,1,0,0,0,69,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/ParseException.java,6,8,2,6,23,2,0,12,10,0.8,0.0,0.0,5,2,3,2,0,0,3,0,0,0,1,1,0,1,0,0,1,0,3,66,2,4,2,0,1,13,13,17,3,12,3,0,0,0,135,1,0,7,1,1,12,12,12.0,0,0,0.0,12,12,12.0,6,6.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java,11,14,3,11,13,4,0,18,9,0.6666666,0.0,0.0,6,0,2,0,4,0,6,0,0,0,2,1,0,2,0,0,1,0,0,46,3,0,3,1,1,1,4,12,0,10,2,0,0,0,65,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCBrokerFactory.java,9,12,3,9,9,2,0,11,21,0.85714287,0.0,0.0,7,3,5,0,2,0,7,0,0,1,1,1,0,1,0,0,1,0,2,38,8,0,2,0,0,2,0,10,0,8,1,0,0,0,46,1,0,5,2,1,108,107,54.0,2,2,1.0,110,107,55.0,27,19.0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java,10,11,1,10,57,2,0,47,153,0.9444444,0.0,0.0,18,0,15,0,3,0,18,0,0,0,2,0,1,1,0,0,0,0,4,163,17,3,21,0,4,60,15,50,7,20,2,0,0,0,164,1,0,19,3,2,3,2,1.0,19,17,6.333333333333333,22,17,7.333333333333333,5,3.3333333333333335,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SaveFieldManager.java,10,12,2,10,50,3,0,35,0,0.59999996,0.0,0.0,10,0,7,2,0,1,8,0,0,0,6,0,0,6,0,0,2,0,0,103,14,1,19,0,2,0,6,35,0,17,4,0,0,0,108,1,0,16,1,1,23,23,23.0,8,8,8.0,31,31,31.0,27,27.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/All.java,2,3,1,2,2,3,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCRelatedFieldOrder.java,8,10,2,8,8,1,0,9,5,0.6111111,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,1,0,3,0,0,3,0,0,26,4,0,0,0,0,1,0,4,0,4,1,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallersValue.java,9,13,4,9,14,2,0,20,9,0.7619048,0.0,0.0,7,1,5,1,1,0,6,0,0,1,6,3,0,6,0,0,3,0,0,59,6,1,3,0,1,7,1,12,0,11,3,0,0,0,79,1,2,5,1,1,121,121,121.0,0,0,0.0,121,121,121.0,22,22.0,Yes
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,10,19,9,10,109,1,6,56,631,0.92266953,0.0,0.0,59,2,42,3,14,0,57,0,0,0,16,14,0,16,0,0,16,0,26,330,45,0,29,3,3,17,0,88,0,45,3,0,0,0,153,1,0,96,1,1,3,3,3.0,1,1,1.0,4,4,4.0,1,1.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java,13,18,5,13,159,1,1,63,6993,0.9822595,0.0,0.0,119,0,80,0,39,0,119,4,0,0,9,1,0,9,0,0,1,0,2,454,124,2,23,1,14,1,20,45,0,33,4,0,1,0,215,1025,0,33,1,1,15,15,15.0,0,0,0.0,15,15,15.0,8,8.0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,13,15,2,13,35,3,0,52,66,0.84615386,0.0,0.0,13,3,9,1,3,0,12,0,0,1,4,1,0,4,0,0,2,0,2,129,16,2,10,2,1,6,7,31,4,21,6,1,0,0,160,1,0,18,2,2,14,14,7.0,11,8,5.5,25,22,12.5,16,14.0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FinalizingBrokerImpl.java,1,1,0,1,2,2,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java,5,6,1,5,7,2,0,16,0,0.33333334,0.0,0.0,3,2,3,0,0,0,4,0,0,0,2,2,1,1,0,0,2,0,0,31,1,2,0,0,1,2,3,12,1,10,2,0,0,0,58,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BoundVariable.java,2,7,5,2,11,2,0,3,0,0.5,0.0,0.0,7,0,6,0,1,0,7,0,0,0,2,0,0,2,0,0,0,0,0,28,5,0,1,0,0,0,0,6,0,2,1,0,0,0,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,25,27,2,25,141,2,1,72,1647,0.93506503,0.0,0.0,63,0,41,1,21,0,63,2,0,0,22,2,0,22,0,0,2,0,9,313,31,1,44,3,6,25,4,66,4,36,4,0,0,0,271,1025,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java,20,28,8,20,33,1,0,26,253,0.95652175,0.0,0.0,23,23,23,0,0,0,23,0,0,0,3,3,2,1,0,0,3,0,21,108,24,0,3,5,0,4,0,7,0,6,3,0,0,0,156,1,0,6,1,1,119,119,119.0,0,0,0.0,119,119,119.0,14,14.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java,13,16,3,13,53,1,0,158,15,0.8333333,0.0,0.0,6,6,4,2,0,0,4,0,0,0,1,1,0,1,0,0,1,0,10,114,35,0,35,6,2,171,27,22,1,14,4,0,0,0,123,1,3,41,1,1,2,2,2.0,2,2,2.0,4,4,4.0,3,3.0,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Divide.java,3,4,1,3,2,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java,4,6,2,4,20,1,0,19,1,0.35714287,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,9,49,4,1,5,2,3,0,5,7,1,5,3,0,0,0,53,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java,32,34,2,32,371,2,0,206,4021,0.9613152,0.0,0.0,94,0,13,20,61,0,75,0,0,0,33,15,0,20,13,0,18,0,19,900,71,6,112,4,28,112,22,236,3,128,6,0,0,0,343,1,10,153,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClobValueHandler.java,5,7,2,5,2,2,0,3,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,13,2,0,0,0,0,0,1,2,0,2,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedDataSource.java,4,6,2,4,18,3,0,15,9,0.55,0.0,0.0,10,0,8,0,0,2,10,0,0,0,2,0,0,2,0,0,0,0,0,44,11,4,0,0,4,0,2,5,0,4,1,0,0,0,37,0,0,9,1,1,102,102,102.0,0,0,0.0,102,102,102.0,27,27.0,Yes
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java,2,5,3,2,15,2,0,16,6,0.0,0.0,0.0,4,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,38,9,1,4,2,2,4,9,10,1,9,2,0,0,0,73,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveWrapperArrays.java,3,8,5,3,16,1,0,4,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,10,4,6,0,0,0,6,14,0,10,2,0,0,0,30,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Extension.java,7,9,2,7,16,2,0,10,0,0.42857146,0.0,0.0,7,0,4,2,1,0,5,0,0,0,3,0,0,3,0,0,3,0,0,43,8,0,7,0,2,0,0,10,0,7,1,0,0,0,44,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TransferFieldManager.java,1,7,6,1,23,1,5,0,0,0.4761905,0.0,0.0,21,0,21,0,0,0,21,0,0,0,4,0,0,0,4,0,0,0,0,84,10,0,1,0,1,0,9,30,0,5,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneralException.java,2,14,12,2,7,5,0,0,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,1,1,4,4,4.0,0,0,0.0,4,4,4.0,27,27.0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualExpression.java,9,11,2,9,15,2,1,11,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,37,0,2,2,0,2,6,6,8,0,8,5,0,0,0,44,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EndsWithExpression.java,16,17,1,16,12,1,0,19,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,123,1,0,5,0,3,7,8,17,2,14,6,0,1,0,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java,4,5,1,4,13,2,0,2,52,0.8846154,0.0,0.0,13,0,11,0,2,0,13,0,0,0,12,7,3,9,0,0,7,0,0,57,6,0,0,0,0,7,0,17,0,12,0,0,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java,81,83,2,81,138,1,0,42,2763,0.97333336,0.0,0.0,75,0,71,4,0,0,71,0,0,0,4,3,0,4,0,0,3,0,4,414,93,10,26,2,14,0,27,52,8,37,3,0,2,0,250,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheScheduler.java,7,11,4,7,20,1,0,30,14,0.7037037,0.0,0.0,9,0,7,1,1,0,8,0,0,3,6,1,0,6,0,0,1,0,2,131,3,2,3,1,0,8,4,19,2,14,5,0,1,0,102,1,4,17,3,2,256,248,85.33333333333333,253,248,84.33333333333333,509,496,169.66666666666666,66,25.333333333333332,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ShortId.java,2,6,4,2,12,2,0,3,0,0.0,0.0,0.0,9,0,7,0,2,0,9,0,0,0,1,0,0,1,0,0,1,0,2,32,5,0,3,0,3,0,2,2,0,1,0,0,0,0,23,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,22,27,5,22,57,3,0,42,0,0.73,0.0,0.0,25,2,21,4,0,0,21,0,0,0,4,0,0,4,0,0,2,0,2,353,37,1,10,0,3,0,5,14,0,14,3,0,4,0,308,1,0,44,2,2,9,8,4.5,4,3,2.0,13,11,6.5,20,11.0,Yes
1.1.0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java,17,26,9,17,83,2,0,59,365,0.9002933,0.0,0.0,31,0,30,0,1,0,31,0,0,0,11,1,0,11,0,0,1,0,0,203,27,4,38,0,8,4,15,63,2,38,3,2,0,0,184,1,0,27,1,1,5,5,5.0,1,1,1.0,6,6,6.0,8,8.0,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java,4,22,18,4,27,4,5,15,181,0.7878788,0.0,0.0,22,0,20,2,0,0,20,1,0,0,3,0,0,3,0,0,0,0,5,82,11,0,5,0,1,0,3,10,0,3,1,0,0,0,87,1025,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollections.java,7,9,2,7,58,2,0,27,741,0.0,0.0,0.0,39,39,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,24,209,21,5,6,0,3,0,9,11,1,9,2,2,2,0,70,1,0,42,1,1,5,5,5.0,1,1,1.0,6,6,6.0,1,1.0,Yes
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java,4,5,1,4,11,3,0,13,1,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,1,36,1,1,2,0,0,0,2,7,0,7,2,0,0,0,47,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.1.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/LoggingConnectionDecorator.java,8,11,3,8,22,2,0,4,77,0.9241071,0.0,0.0,14,0,12,2,0,0,13,0,0,0,16,9,0,16,0,0,10,0,2,865,11,0,2,0,0,7,10,29,0,17,1,0,2,0,270,1,0,102,1,1,10,10,10.0,2,2,2.0,12,12,12.0,1,1.0,Yes
1.1.0,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationEvent.java,0,2,2,0,3,1,0,0,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,15,2,0,0,0,0,0,0,2,0,2,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
